collection_id,collection_title,transcript_id,title,description,url,audio,transcript_text,transcript_vtt,transcript_json
gimlet,Gimlet Media,ms_06_kotter-1115ads-ssremoval-dhv02-mb05,Mystery Show Case #6 (Kotter),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/ms_06_kotter-1115ads-ssremoval-dhv02-mb05.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/ms_06_kotter-1115ads-ssremoval-dhv02-mb05.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/ms_06_kotter-1115ads-ssremoval-dhv02-mb05.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/ms_06_kotter-1115ads-ssremoval-dhv02-mb05.json
gimlet,Gimlet Media,circle_of_fifths_final,Surprisingly Awesome Episode 10 (Circle of Fifths),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/circle_of_fifths_final.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/circle_of_fifths_final.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/circle_of_fifths_final.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/circle_of_fifths_final.json
gimlet,Gimlet Media,frequent_flyer_miles_final,Surprisingly Awesome Episode 8 (Frequent Flyer Miles),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/frequent_flyer_miles_final.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/frequent_flyer_miles_final.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/frequent_flyer_miles_final.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/frequent_flyer_miles_final.json
gimlet,Gimlet Media,insults_final_with_ad,Surprisingly Awesome Episode 13 (Insults),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/insults_final_with_ad.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/insults_final_with_ad.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/insults_final_with_ad.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/insults_final_with_ad.json
gimlet,Gimlet Media,smp_e14_draft_2_publishv2_withads,Sampler Episode 14 (All The Ways To Say Lemonade),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/smp_e14_draft_2_publishv2_withads.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/smp_e14_draft_2_publishv2_withads.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/smp_e14_draft_2_publishv2_withads.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/smp_e14_draft_2_publishv2_withads.json
gimlet,Gimlet Media,smp_e10_final,Sampler Episode 10 (Raising My Eyebrows),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/smp_e10_final.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/smp_e10_final.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/smp_e10_final.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/smp_e10_final.json
gimlet,Gimlet Media,smp-07_rk_bnc2,Sampler Episode 7 (Relationship Goals),,,https://github.com/nypl-openaudio/data-gimlet/raw/master/audio/smp-07_rk_bnc2.mp3,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/text/smp-07_rk_bnc2.text,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/vtt/smp-07_rk_bnc2.vtt,https://github.com/nypl-openaudio/data-gimlet/raw/master/transcripts/json/smp-07_rk_bnc2.json
world-words,PRI’s The World In Words,wiw382,"ISIS, ISIL or Daesh?",podcast about the origins of the word 'Daesh',https://audioboom.com/boos/3824674-isis-isil-or-daesh,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw382.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw382.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw382.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw382.json
world-words,PRI’s The World In Words,wiw393,Eddie Izzard will make you laugh in four languages,Interview with Eddie Izzard about doing stand-up in multiple languages,https://audioboom.com/boos/4159472-eddie-izzard-will-make-you-laugh-in-four-languages,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw393.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw393.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw393.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw393.json
world-words,PRI’s The World In Words,wiw391,"French comedian Gad Elmaleh leaves fame, fortune and French behind",Interview with Gad Elmaleh about learning to be funny in English.,https://audioboom.com/boos/4085368-moroccan-french-comic-gad-elmaleh-leaves-fame-and-french-behind,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw391.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw391.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw391.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw391.json
world-words,PRI’s The World In Words,wiw386,Is bilingual better?,"English speakers may not realize it, but the world is full of people who speak more than one language. A couple of recent studies show that we begin to develop our ear for language — or languages — long before we learn to speak.",https://audioboom.com/boos/4257235-is-bilingual-better,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw386.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw386.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw386.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw386.json
world-words,PRI’s The World In Words,wiw383,A tale of two linguists,Israeli linguist Arik Sadan is an authority on the Arabic language. Palestinian Sobhi Bahloul is Gaza's best-known Hebrew teacher. They share a love for the other's native tongue. But these two linguists have never met.,https://audioboom.com/boos/3854741-a-tale-of-two-linguists,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw383.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw383.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw383.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw383.json
world-words,PRI’s The World In Words,wiw388,Speak Irish to me,"For centuries, colonialists, church leaders and educators discouraged Irish people from using their native tongue. When Ireland won independence, its leaders had no idea just how difficult it would be to bring the language back. Despite that, there's hope for Irish today.",https://audioboom.com/boos/4316241-speak-irish-to-me,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw388.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw388.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw388.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw388.json
world-words,PRI’s The World In Words,wiw401,"Vikings, Yankees, and funny pronunciation","Think you know how to pronounce Berlin, New Hampshire? Think again.",https://audioboom.com/boos/4492205-vikings-yankees-and-funny-pronunciation,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw401.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw401.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw401.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw401.json
world-words,PRI’s The World In Words,wiw367,The accent quiz that tested the world,"In 2011, an accent quiz went viral on YouTube. People around the world started posting videos reading a corpus of words and answering a set of questions. Many of the vloggers weren't even native speakers of English. Where did this quiz come from and why did it go viral?",https://audioboom.com/boos/3805833-the-accent-quiz-that-tested-the-world,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/audio/wiw367.mp3,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/text/wiw367.text,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/vtt/wiw367.vtt,https://github.com/nypl-openaudio/data-pri-world-in-words/raw/master/transcripts/json/wiw367.json
fresh-air,Fresh Air,the-story-behind-mark-ronsons-hit-song-uptown-funk,The Story Behind Mark Ronson's Hit Song 'Uptown Funk',The Story Behind Mark Ronson's Hit Song 'Uptown Funk',,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/the-story-behind-mark-ronsons-hit-song-uptown-funk.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/the-story-behind-mark-ronsons-hit-song-uptown-funk.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/the-story-behind-mark-ronsons-hit-song-uptown-funk.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/the-story-behind-mark-ronsons-hit-song-uptown-funk.json
fresh-air,Fresh Air,ansari-and-yang-explore-the-firstgeneration-experience-in-master-of-none,Ansari And Yang Explore The First-Generation Experience In 'Master Of None',Ansari And Yang Explore The First-Generation Experience In 'Master Of None',,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/ansari-and-yang-explore-the-firstgeneration-experience-in-master-of-none.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/ansari-and-yang-explore-the-firstgeneration-experience-in-master-of-none.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/ansari-and-yang-explore-the-firstgeneration-experience-in-master-of-none.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/ansari-and-yang-explore-the-firstgeneration-experience-in-master-of-none.json
fresh-air,Fresh Air,at-81-feminist-gloria-steinem-finds-herself-free-of-the-demands-of-gender,"At 81, Feminist Gloria Steinem Finds Herself Free Of The 'Demands Of Gender'","At 81, Feminist Gloria Steinem Finds Herself Free Of The 'Demands Of Gender'",,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/at-81-feminist-gloria-steinem-finds-herself-free-of-the-demands-of-gender.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/at-81-feminist-gloria-steinem-finds-herself-free-of-the-demands-of-gender.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/at-81-feminist-gloria-steinem-finds-herself-free-of-the-demands-of-gender.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/at-81-feminist-gloria-steinem-finds-herself-free-of-the-demands-of-gender.json
fresh-air,Fresh Air,actor-jeffrey-tambor-on-transparent-i-loved-it-from-the-very-beginning,Actor Jeffrey Tambor On Transparent': 'I Loved It From The Very Beginning',Actor Jeffrey Tambor On Transparent': 'I Loved It From The Very Beginning',,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/actor-jeffrey-tambor-on-transparent-i-loved-it-from-the-very-beginning.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/actor-jeffrey-tambor-on-transparent-i-loved-it-from-the-very-beginning.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/actor-jeffrey-tambor-on-transparent-i-loved-it-from-the-very-beginning.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/actor-jeffrey-tambor-on-transparent-i-loved-it-from-the-very-beginning.json
fresh-air,Fresh Air,tanehisi-coates-on-police-brutality-the-confederate-flag-and-forgiveness,"Ta-Nehisi Coates On Police Brutality, The Confederate Flag And Forgiveness","Ta-Nehisi Coates On Police Brutality, The Confederate Flag And Forgiveness",,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/tanehisi-coates-on-police-brutality-the-confederate-flag-and-forgiveness.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/tanehisi-coates-on-police-brutality-the-confederate-flag-and-forgiveness.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/tanehisi-coates-on-police-brutality-the-confederate-flag-and-forgiveness.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/tanehisi-coates-on-police-brutality-the-confederate-flag-and-forgiveness.json
fresh-air,Fresh Air,from-ferguson-to-the-16-election-larry-wilmores-nightly-show,From Ferguson To The '16 Election. Larry Wilmore's 'Nightly Show' Has Found Its Voice,From Ferguson To The '16 Election. Larry Wilmore's 'Nightly Show' Has Found Its Voice,,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/from-ferguson-to-the-16-election-larry-wilmores-nightly-show.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/from-ferguson-to-the-16-election-larry-wilmores-nightly-show.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/from-ferguson-to-the-16-election-larry-wilmores-nightly-show.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/from-ferguson-to-the-16-election-larry-wilmores-nightly-show.json
fresh-air,Fresh Air,funny-or-die-creator-adam-mckay-takes-on-the-2008-economic-crash,Funny Or Die' Creator Adam McKay Takes On The 2008 Economic Crash In 'The Big Short',Funny Or Die' Creator Adam McKay Takes On The 2008 Economic Crash In 'The Big Short',,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/funny-or-die-creator-adam-mckay-takes-on-the-2008-economic-crash.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/funny-or-die-creator-adam-mckay-takes-on-the-2008-economic-crash.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/funny-or-die-creator-adam-mckay-takes-on-the-2008-economic-crash.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/funny-or-die-creator-adam-mckay-takes-on-the-2008-economic-crash.json
fresh-air,Fresh Air,jennifer-lawrence-looks-back-on-a-careerchanging-yesorno-question,Jennifer Lawrence Looks Back On A Career-Changing 'Yes-Or-No Question',Jennifer Lawrence Looks Back On A Career-Changing 'Yes-Or-No Question',,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/jennifer-lawrence-looks-back-on-a-careerchanging-yesorno-question.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/jennifer-lawrence-looks-back-on-a-careerchanging-yesorno-question.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/jennifer-lawrence-looks-back-on-a-careerchanging-yesorno-question.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/jennifer-lawrence-looks-back-on-a-careerchanging-yesorno-question.json
fresh-air,Fresh Air,son-of-saul-brings-viewers-to-the-heart-of-the-nazi-death-machine,Son Of Saul' Brings Viewers To The Heart Of The Nazi Death Machine At Auschwitz,Son Of Saul' Brings Viewers To The Heart Of The Nazi Death Machine At Auschwitz,,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/son-of-saul-brings-viewers-to-the-heart-of-the-nazi-death-machine.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/son-of-saul-brings-viewers-to-the-heart-of-the-nazi-death-machine.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/son-of-saul-brings-viewers-to-the-heart-of-the-nazi-death-machine.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/son-of-saul-brings-viewers-to-the-heart-of-the-nazi-death-machine.json
fresh-air,Fresh Air,neil-gaiman-on-returning-to-sandman-talking-in-his-sleep,"Neil Gaiman On Returning To 'Sandman,' Talking In His Sleep And The Power Of Comics","Neil Gaiman On Returning To 'Sandman,' Talking In His Sleep And The Power Of Comics",,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/audio/neil-gaiman-on-returning-to-sandman-talking-in-his-sleep.mp3,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/text/neil-gaiman-on-returning-to-sandman-talking-in-his-sleep.text,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/vtt/neil-gaiman-on-returning-to-sandman-talking-in-his-sleep.vtt,https://github.com/nypl-openaudio/data-npr-fresh-air/raw/master/transcripts/json/neil-gaiman-on-returning-to-sandman-talking-in-his-sleep.json
wnyc,WNYC Archives,patricia-marx-interviews-art-buchwald,Patricia Marx Interviews: Art Buchwald,"Patricia Marx Interviews: Art Buchwald, 1964-01-06",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-art-buchwald.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-art-buchwald.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-art-buchwald.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-art-buchwald.json
wnyc,WNYC Archives,patricia-marx-interviews-aileen-ward,Patricia Marx Interviews: Aileen Ward,"Patricia Marx Interviews: Aileen Ward, 1964-05-05",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-aileen-ward.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-aileen-ward.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-aileen-ward.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-aileen-ward.json
wnyc,WNYC Archives,patricia-marx-interviews-al-hirschfeld,Patricia Marx Interviews: Al Hirschfeld,"Patricia Marx Interviews: Al Hirschfeld, 1968-09-12",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-al-hirschfeld.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-al-hirschfeld.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-al-hirschfeld.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-al-hirschfeld.json
wnyc,WNYC Archives,patricia-marx-interviews-anthony-lewis,Patricia Marx Interviews: Anthony Lewis,"Patricia Marx Interviews: Anthony Lewis, 1967-04-07",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-anthony-lewis.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-anthony-lewis.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-anthony-lewis.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-anthony-lewis.json
wnyc,WNYC Archives,patricia-marx-interviews-arthur-c-clarke,Patricia Marx Interviews: Arthur C. Clarke,"Patricia Marx Interviews: Arthur C. Clarke, 1968-07-11",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-arthur-c-clarke.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-arthur-c-clarke.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-arthur-c-clarke.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-arthur-c-clarke.json
wnyc,WNYC Archives,patricia-marx-interviews-bob-hope,Patricia Marx Interviews: Bob Hope,"Patricia Marx Interviews: Bob Hope,1963-06-10",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-bob-hope.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-bob-hope.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-bob-hope.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-bob-hope.json
wnyc,WNYC Archives,patricia-marx-interviews-dick-gregory,Patricia Marx Interviews: Dick Gregory,"Patricia Marx Interviews: Dick Gregory, 1964-11-03",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-dick-gregory.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-dick-gregory.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-dick-gregory.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-dick-gregory.json
wnyc,WNYC Archives,patricia-marx-interviewsgunter-grass,Patricia Marx Interviews:Gunter Grass,"Patricia Marx Interviews:Gunter Grass, 1964-07-28",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviewsgunter-grass.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviewsgunter-grass.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviewsgunter-grass.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviewsgunter-grass.json
wnyc,WNYC Archives,patricia-marx-interviews-herman-kahn,Patricia Marx Interviews: Herman Kahn,Patricia Marx Interviews: Herman Kahn,,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-herman-kahn.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-herman-kahn.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-herman-kahn.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-herman-kahn.json
wnyc,WNYC Archives,patricia-marx-interviews-howard-zinn,Patricia Marx Interviews: Howard Zinn,"Patricia Marx Interviews: Howard Zinn, no date",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-howard-zinn.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-howard-zinn.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-howard-zinn.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-howard-zinn.json
wnyc,WNYC Archives,patricia-marx-interviews-jacques-cousteau,Patricia Marx Interviews: Jacques Cousteau,Patricia Marx Interviews: Jacques Cousteau,,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-jacques-cousteau.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-jacques-cousteau.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-jacques-cousteau.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-jacques-cousteau.json
wnyc,WNYC Archives,patricia-marx-interviews-james-dickey,Patricia Marx Interviews: James Dickey,"Patricia Marx Interviews: James Dickey,1966-10-13",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-james-dickey.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-james-dickey.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-james-dickey.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-james-dickey.json
wnyc,WNYC Archives,patricia-marx-interviews-john-simon,Patricia Marx Interviews: John Simon,"Patricia Marx Interviews: John Simon, 1968-10-03",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-john-simon.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-john-simon.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-john-simon.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-john-simon.json
wnyc,WNYC Archives,patricia-marx-interviews-lorraine-hansberry,Patricia Marx Interviews: Lorraine Hansberry,"Patricia Marx Interviews: Lorraine Hansberry, 1961-08-04",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-lorraine-hansberry.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-lorraine-hansberry.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-lorraine-hansberry.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-lorraine-hansberry.json
wnyc,WNYC Archives,patricia-marx-interviews-mort-sahl,Patricia Marx Interviews: Mort Sahl,"Patricia Marx Interviews: Mort Sahl, 1964-03-25",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-mort-sahl.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-mort-sahl.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-mort-sahl.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-mort-sahl.json
wnyc,WNYC Archives,patricia-marx-interviews-theodore-sorensen,Patricia Marx Interviews: Theodore Sorensen,"Patricia Marx Interviews: Theodore Sorensen, no date",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-theodore-sorensen.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-theodore-sorensen.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-theodore-sorensen.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-theodore-sorensen.json
wnyc,WNYC Archives,patricia-marx-interviews-thomas-wilfred,Patricia Marx Interviews: Thomas Wilfred,"Patricia Marx Interviews: Thomas Wilfred, 1968-07-18",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-thomas-wilfred.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-thomas-wilfred.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-thomas-wilfred.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-thomas-wilfred.json
wnyc,WNYC Archives,patricia-marx-interviews-walter-karp,Patricia Marx Interviews: Walter Karp,"Patricia Marx Interviews: Walter Karp, no date",,https://github.com/nypl-openaudio/data-wnyc/raw/master/audio/patricia-marx-interviews-walter-karp.mp3,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/text/patricia-marx-interviews-walter-karp.text,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/vtt/patricia-marx-interviews-walter-karp.vtt,https://github.com/nypl-openaudio/data-wnyc/raw/master/transcripts/json/patricia-marx-interviews-walter-karp.json
